total_price,total_freight,average_price,average_freight,item_count,customer_state,order_month,order_dayofweek,order_year,actual_delivery_days,predicted_delivery_days,prediction_error,risk_level
99.9,22.57,99.9,22.57,1,RJ,2,6,2018,9.352951388888888,25.773818496803152,16.420867107914262,High Risk
149.0,57.27,149.0,57.27,1,RS,2,4,2018,13.15769675925926,22.232336849356976,9.074640090097716,High Risk
109.9,16.53,109.9,16.53,1,RJ,11,1,2017,17.184398148148148,20.36979560277597,3.1853974546278216,High Risk
629.9,34.03,629.9,34.03,1,PA,10,2,2016,8.710173611111111,22.176323227577967,13.466149616466856,High Risk
199.0,89.84,199.0,89.84,1,MG,3,5,2018,25.36164351851852,21.801900823098098,3.5597426954204217,High Risk
175.9,17.67,175.9,17.67,1,RJ,11,3,2017,25.084155092592592,20.593907913504587,4.490247179088005,High Risk
149.9,18.93,149.9,18.93,1,ES,3,0,2018,16.208368055555557,21.349821045357263,5.1414529898017065,High Risk
389.9,27.29,389.9,27.29,1,CE,3,1,2017,21.992511574074076,23.602075382328795,1.6095638082547197,High Risk
29.9,22.41,29.9,22.41,1,RS,3,0,2018,20.89033564814815,21.363143446990698,0.472807798842549,High Risk
535.9,18.5,535.9,18.5,1,RS,3,3,2018,7.690219907407408,21.349821045357263,13.659601137949856,High Risk
139.0,23.29,139.0,23.29,1,RJ,11,2,2017,29.834976851851852,21.466054458036787,8.368922393815065,High Risk
59.9,15.3,59.9,15.3,1,ES,3,2,2018,22.042916666666667,21.269407490544424,0.7735091761222428,High Risk
119.8,27.16,119.8,27.16,1,DF,3,3,2018,12.518425925925927,21.81652499627663,9.298099070350704,High Risk
22.99,15.23,22.99,15.23,1,DF,3,4,2018,12.012534722222222,21.269407490544424,9.256872768322202,High Risk
159.98,100.86,79.99,50.43,2,BA,1,4,2018,21.92207175925926,24.59924689496498,2.6771751357057205,High Risk
1054.0,106.77,1054.0,106.77,1,RS,3,2,2018,19.160138888888888,22.44157999521708,3.2814411063281916,High Risk
148.0,30.54,74.0,15.27,2,RJ,2,1,2018,16.128935185185185,24.004636434463734,7.875701249278549,High Risk
139.89,39.27,139.89,39.27,1,RJ,3,3,2018,12.295844907407407,24.199197484420342,11.903352577012935,High Risk
178.9,26.53,178.9,26.53,1,RS,2,2,2018,19.145150462962963,21.476462357986183,2.3313118950232194,High Risk
102.9,22.43,102.9,22.43,1,BA,4,6,2018,28.16201388888889,20.958288685003463,7.203725203885426,High Risk
429.9,57.27,429.9,57.27,1,PE,3,6,2018,23.105613425925927,22.236047338331932,0.869566087593995,High Risk
39.99,37.04,39.99,37.04,1,CE,4,3,2018,20.387303240740742,21.64285926445932,1.2555560237185794,High Risk
120.0,28.22,120.0,28.22,1,MT,2,3,2018,35.30438657407407,21.70269544059279,13.601691133481282,High Risk
109.8,31.64,54.9,15.82,2,BA,2,4,2018,29.168206018518518,21.269407490544424,7.898798527974094,High Risk
170.0,15.94,170.0,15.94,1,RJ,12,6,2017,12.297766203703704,21.65635050893751,9.358584305233807,High Risk
1098.0,75.84,1098.0,75.84,1,RJ,1,2,2018,20.22818287037037,23.959581040640884,3.731398170270513,High Risk
89.99,50.5,89.99,50.5,1,BA,11,5,2017,23.076226851851853,22.698909039981505,0.3773178118703484,High Risk
93.0,21.73,93.0,21.73,1,RJ,3,4,2018,16.96523148148148,25.782904388722997,8.817672907241516,High Risk
51.7,16.8,51.7,16.8,1,RJ,2,3,2018,25.525324074074074,25.616810702647882,0.09148662857380785,High Risk
1050.0,250.57,1050.0,250.57,1,PA,8,0,2017,28.409988425925928,28.697691401994575,0.2877029760686476,High Risk
209.0,61.28,209.0,61.28,1,CE,12,2,2017,22.021574074074074,25.003112645812557,2.981538571738483,High Risk
99.99,25.98,99.99,25.98,1,BA,11,0,2017,14.230046296296296,21.297586133067767,7.067539836771472,High Risk
115.0,23.68,115.0,23.68,1,MT,11,5,2017,12.287349537037038,21.42973901733079,9.142389480293751,High Risk
48.3,21.15,48.3,21.15,1,MA,11,4,2017,19.568981481481483,22.813070645337167,3.2440891638556835,High Risk
23.7,25.63,23.7,25.63,1,CE,2,1,2018,20.486817129629628,27.241408807346534,6.754591677716906,High Risk
198.0,33.88,99.0,16.94,2,RJ,12,2,2017,6.026574074074074,21.420871466965167,15.394297392891094,High Risk
95.0,37.36,95.0,37.36,1,BA,3,3,2018,13.537627314814815,21.88260840997394,8.344981095159126,High Risk
68.0,15.23,68.0,15.23,1,SC,2,2,2018,19.226134259259258,21.269407490544424,2.0432732312851662,High Risk
104.9,23.6,104.9,23.6,1,ES,11,1,2017,10.175277777777778,21.016545038475968,10.84126726069819,High Risk
79.89,33.64,39.945,16.82,2,MT,12,1,2017,9.861655092592592,20.941628857465684,11.079973764873092,High Risk
56.99,16.16,56.99,16.16,1,SC,2,0,2018,28.011006944444443,21.349821045357263,6.6611858990871795,High Risk
36.85,21.85,36.85,21.85,1,BA,4,3,2017,21.667685185185185,24.402835075107173,2.7351498899219884,High Risk
180.0,57.52,180.0,57.52,1,RJ,3,1,2018,9.341932870370371,24.65215000775803,15.31021713738766,High Risk
50.0,19.59,50.0,19.59,1,SC,11,4,2017,21.429594907407406,20.384727324657277,1.044867582750129,High Risk
725.0,42.21,725.0,42.21,1,CE,1,2,2018,12.832141203703705,24.22782819088785,11.395686987184144,High Risk
89.76,62.2,44.88,31.1,2,GO,12,1,2017,13.371342592592592,22.118425569041236,8.747082976448644,High Risk
89.0,24.55,89.0,24.55,1,SE,5,4,2017,25.72866898148148,25.970376683093235,0.24170770161175525,High Risk
39.9,15.1,39.9,15.1,1,CE,1,4,2018,12.287962962962963,22.09632792995309,9.808364966990128,High Risk
99.99,18.94,99.99,18.94,1,RS,11,5,2017,24.440914351851852,20.85379361382998,3.5871207380218735,High Risk
48.0,15.1,48.0,15.1,1,GO,2,0,2018,43.501863425925926,21.269407490544424,22.232455935381502,High Risk
21.99,16.79,21.99,16.79,1,BA,12,3,2017,21.91903935185185,21.120201966571198,0.7988373852806525,High Risk
34.49,18.23,34.49,18.23,1,DF,3,2,2018,25.91003472222222,21.349821045357263,4.560213676864958,High Risk
539.92,22.32,539.92,22.32,1,PE,3,3,2018,33.70332175925926,21.380726422478443,12.322595336780818,High Risk
370.0,45.0,370.0,45.0,1,SE,3,0,2018,43.82157407407407,22.259214291908624,21.562359782165448,High Risk
14.9,25.63,14.9,25.63,1,PA,8,1,2017,15.974143518518519,20.030760199759552,4.056616681241033,High Risk
35.0,19.04,35.0,19.04,1,BA,4,6,2018,9.80943287037037,20.80107785877002,10.991644988399651,High Risk
149.0,27.77,149.0,27.77,1,BA,4,6,2018,21.075497685185184,20.367136435218057,0.7083612499671261,High Risk
98.99,23.19,98.99,23.19,1,MA,3,2,2018,9.456377314814814,22.42842187847198,12.972044563657166,High Risk
435.0,38.81,217.5,19.405,2,RJ,3,2,2018,24.831793981481482,24.365419029604432,0.46637495187705014,High Risk
388.0,23.21,388.0,23.21,1,RS,11,0,2017,16.216666666666665,21.224062913613853,5.007396246947188,High Risk
129.0,30.48,129.0,30.48,1,RJ,3,0,2018,8.945289351851851,24.635358133029058,15.690068781177207,High Risk
385.0,21.23,385.0,21.23,1,DF,2,1,2018,31.251851851851853,21.349821045357263,9.90203080649459,High Risk
49.9,37.9,49.9,37.9,1,SE,1,1,2018,8.123773148148148,20.19333714848034,12.069564000332191,High Risk
199.0,37.56,199.0,37.56,1,PA,11,4,2017,34.492916666666666,23.920426304589597,10.572490362077069,High Risk
122.99,15.74,122.99,15.74,1,RJ,3,1,2018,7.9611226851851855,25.756662749283397,17.795540064098212,High Risk
99.9,27.14,99.9,27.14,1,DF,3,6,2018,9.2934375,21.81652499627663,12.52308749627663,High Risk
39.99,16.11,39.99,16.11,1,RJ,11,0,2017,15.28025462962963,20.25205812616058,4.971803496530951,High Risk
47.65,19.04,47.65,19.04,1,PA,3,4,2018,43.13476851851852,32.422732355750426,10.712036162768094,High Risk
27.99,18.23,27.99,18.23,1,RS,3,5,2018,15.844861111111111,21.349821045357263,5.504959934246152,High Risk
45.9,16.11,45.9,16.11,1,SC,2,0,2018,16.12576388888889,21.303904265882114,5.178140376993223,High Risk
54.99,21.18,54.99,21.18,1,PE,2,4,2018,19.32635416666667,21.349821045357263,2.023466878690595,High Risk
255.0,23.66,255.0,23.66,1,RJ,11,0,2017,15.94548611111111,22.963429032801898,7.017942921690787,High Risk
89.99,16.39,89.99,16.39,1,RS,12,4,2017,12.103877314814815,21.814896365124678,9.711019050309863,High Risk
225.0,67.24,225.0,67.24,1,MG,3,6,2018,21.949560185185184,20.826255851255468,1.1233043339297168,High Risk
29.99,25.63,29.99,25.63,1,CE,11,2,2017,21.427199074074075,22.093075844987002,0.6658767709129272,High Risk
299.0,16.84,299.0,16.84,1,RJ,12,5,2017,18.01528935185185,22.543056640110734,4.527767288258882,High Risk
1500.0,37.04,1500.0,37.04,1,PA,6,3,2017,48.11017361111111,26.444854595580267,21.66531901553084,High Risk
154.08,18.65,154.08,18.65,1,BA,3,4,2018,46.17913194444444,21.349821045357263,24.82931089908718,High Risk
299.99,36.72,299.99,36.72,1,CE,2,1,2017,21.212256944444444,25.343488925515818,4.131231981071373,High Risk
524.9,60.22,524.9,60.22,1,RN,4,1,2018,27.93875,20.95724052984795,6.981509470152048,High Risk
319.0,19.51,319.0,19.51,1,PE,11,2,2017,14.116527777777778,20.21325197478045,6.096724197002674,High Risk
33.8,19.59,33.8,19.59,1,BA,3,5,2018,39.39449074074074,21.349821045357263,18.04466969538348,High Risk
79.9,17.81,79.9,17.81,1,SP,11,0,2017,53.262002314814815,28.481907880268594,24.78009443454622,High Risk
298.0,18.4,298.0,18.4,1,RJ,11,6,2017,4.363229166666667,20.964166820160102,16.600937653493435,High Risk
51.9,16.8,51.9,16.8,1,BA,11,0,2017,15.18818287037037,20.489939977242866,5.301757106872495,High Risk
22.33,18.23,22.33,18.23,1,DF,3,3,2018,32.543692129629626,21.349821045357263,11.193871084272363,High Risk
650.0,148.27,650.0,148.27,1,BA,3,5,2017,16.007708333333333,22.805438015667516,6.797729682334182,High Risk
23.99,18.23,23.99,18.23,1,DF,3,1,2018,23.17101851851852,21.349821045357263,1.8211974731612557,High Risk
115.0,18.69,115.0,18.69,1,ES,3,0,2018,19.56423611111111,21.349821045357263,1.7855849342461525,High Risk
52.11,22.07,52.11,22.07,1,BA,3,2,2018,20.3771875,21.363143446990698,0.9859559469906962,High Risk
9.0,15.1,9.0,15.1,1,RJ,12,0,2017,10.85375,20.316160891733322,9.462410891733322,High Risk
29.98,17.63,29.98,17.63,1,CE,3,6,2018,40.1334375,27.080293564266203,13.053143935733797,High Risk
49.0,34.15,49.0,34.15,1,MA,3,4,2018,35.424236111111114,22.70473395415413,12.719502156956985,High Risk
99.9,18.94,99.9,18.94,1,BA,2,4,2018,17.46903935185185,21.349821045357263,3.880781693505412,High Risk
166.99,27.49,166.99,27.49,1,PR,12,2,2017,20.347314814814816,29.606489079274535,9.25917426445972,High Risk
116.9,16.58,116.9,16.58,1,RJ,11,4,2017,42.153252314814814,21.26369733694621,20.889554977868606,High Risk
105.0,16.7,105.0,16.7,1,RJ,3,3,2018,18.153506944444445,26.037752012418373,7.884245067973929,High Risk
59.9,16.39,59.9,16.39,1,RS,3,5,2018,9.971608796296296,21.349821045357263,11.378212249060967,High Risk
129.9,25.04,129.9,25.04,1,SE,3,0,2018,9.920787037037037,21.521274365339895,11.600487328302858,High Risk
299.9,18.35,299.9,18.35,1,ES,2,4,2018,22.027094907407406,21.349821045357263,0.6772738620501428,High Risk
177.65,27.56,177.65,27.56,1,RS,3,3,2018,19.948993055555555,21.741534499462986,1.7925414439074316,High Risk
18.9,18.28,18.9,18.28,1,BA,4,2,2018,11.2421875,21.44028171049207,10.19809421049207,High Risk
349.9,33.15,349.9,33.15,1,AP,2,3,2017,18.716238425925926,66.39563267980294,47.67939425387702,High Risk
33.0,16.11,33.0,16.11,1,GO,2,4,2018,17.040370370370372,21.303904265882114,4.263533895511742,High Risk
139.9,50.85,139.9,50.85,1,RJ,11,4,2017,7.515219907407407,23.29739228551903,15.782172378111625,High Risk
166.99,20.66,166.99,20.66,1,RJ,11,5,2017,11.838043981481482,21.606472679641193,9.768428698159711,High Risk
91.64,44.1,45.82,22.05,2,AL,3,3,2018,11.426064814814815,21.363143446990698,9.937078632175883,High Risk
89.9,18.87,89.9,18.87,1,MT,11,2,2017,15.212337962962962,20.37663121777023,5.164293254807266,High Risk
162.0,52.980000000000004,54.0,17.66,3,PE,12,1,2017,17.575370370370372,21.084464109167232,3.50909373879686,High Risk
98.0,75.94,49.0,37.97,2,RN,11,4,2017,46.31565972222222,21.99970215726485,24.315957564957372,High Risk
189.9,17.77,189.9,17.77,1,BA,2,4,2018,21.821458333333332,21.349821045357263,0.4716372879760691,High Risk
149.0,15.79,149.0,15.79,1,RJ,12,1,2017,39.99675925925926,20.217477012602547,19.77928224665671,High Risk
69.0,18.36,69.0,18.36,1,SC,3,1,2018,13.32880787037037,21.349821045357263,8.021013174986892,High Risk
998.0,50.57,998.0,50.57,1,SC,3,3,2018,11.58232638888889,21.98236761357317,10.400041224684282,High Risk
594.21,64.39,594.21,64.39,1,PB,4,3,2017,27.739143518518517,20.49957817256519,7.239565345953327,High Risk
119.9,15.72,119.9,15.72,1,ES,3,2,2018,13.421747685185185,21.269407490544424,7.847659805359239,High Risk
49.9,34.15,49.9,34.15,1,AL,2,2,2018,13.87037037037037,21.997305082942848,8.126934712572478,High Risk
49.9,17.6,49.9,17.6,1,RS,2,0,2018,25.285162037037036,21.349821045357263,3.935340991679773,High Risk
21.99,18.23,21.99,18.23,1,GO,3,4,2018,39.151631944444446,21.349821045357263,17.801810899087183,High Risk
150.0,33.94,75.0,16.97,2,PE,2,2,2018,15.344965277777778,21.349821045357263,6.004855767579485,High Risk
169.9,50.85,169.9,50.85,1,MA,11,6,2017,39.081238425925925,28.07649904078942,11.004739385136503,High Risk
79.99,21.01,79.99,21.01,1,BA,4,3,2017,19.904016203703705,28.890817365006328,8.986801161302623,High Risk
199.0,17.64,199.0,17.64,1,RJ,11,2,2017,13.440706018518519,20.46747111603768,7.02676509751916,High Risk
168.0,43.59,168.0,43.59,1,RN,11,4,2017,14.68082175925926,22.636695039390837,7.955873280131577,High Risk
48.0,17.06,48.0,17.06,1,BA,4,6,2018,23.270300925925927,20.917353325424806,2.352947600501121,High Risk
79.0,17.8,79.0,17.8,1,RJ,12,3,2017,21.06304398148148,21.643593170746055,0.5805491892645733,High Risk
39.0,17.6,39.0,17.6,1,RJ,11,3,2017,11.952569444444444,20.295656451396116,8.343087006951672,High Risk
58.9,25.25,58.9,25.25,1,RS,11,6,2017,12.156319444444444,21.42476998048065,9.268450536036207,High Risk
29.9,15.1,29.9,15.1,1,RJ,2,1,2018,23.118194444444445,25.23878020023137,2.1205857557869265,High Risk
1599.0,115.21,1599.0,115.21,1,PE,1,6,2018,44.14193287037037,31.40152852239445,12.740404347975918,High Risk
113.9,16.56,113.9,16.56,1,RJ,11,4,2017,31.72892361111111,21.02479528811461,10.7041283229965,High Risk
113.9,19.77,113.9,19.77,1,RJ,3,2,2018,14.841886574074074,26.184213568951453,11.342326994877379,High Risk
104.0,29.13,104.0,29.13,1,PA,3,6,2018,29.92216435185185,34.63697486242703,4.71481051057518,High Risk
143.8,44.49,143.8,44.49,1,BA,4,6,2018,23.276550925925925,20.856501559250713,2.4200493666752116,High Risk
199.99,78.42,199.99,78.42,1,SC,2,1,2018,23.39497685185185,22.24991982484472,1.1450570270071303,High Risk
156.97,56.709999999999994,52.32333333333333,18.903333333333332,3,PE,2,5,2018,23.86306712962963,21.349821045357263,2.5132460842723674,High Risk
176.99,27.56,176.99,27.56,1,RJ,2,3,2018,18.7965625,24.89287074881409,6.09630824881409,High Risk
49.9,15.23,49.9,15.23,1,DF,3,0,2018,9.348159722222222,21.269407490544424,11.921247768322202,High Risk
430.0,45.18,215.0,22.59,2,DF,3,1,2018,11.344050925925925,21.380726422478443,10.036675496552517,High Risk
348.8,19.72,348.8,19.72,1,PA,12,4,2017,14.062430555555556,21.99903456268019,7.936604007124634,High Risk
130.0,17.16,130.0,17.16,1,RS,12,5,2017,25.14150462962963,21.87939911509597,3.2621055145336584,High Risk
18.9,42.38,18.9,42.38,1,CE,2,0,2018,37.211087962962964,28.44357727473217,8.767510688230793,High Risk
58.9,59.58,58.9,59.58,1,RS,11,0,2017,14.013761574074074,23.049036778134763,9.035275204060689,High Risk
69.9,20.98,69.9,20.98,1,GO,2,3,2018,15.833622685185185,21.349821045357263,5.516198360172078,High Risk
104.0,26.01,104.0,26.01,1,DF,2,2,2018,21.27696759259259,21.403976102311564,0.12700850971897282,High Risk
599.0,24.68,599.0,24.68,1,RS,12,6,2017,22.94724537037037,21.592016970503977,1.3552283998663945,High Risk
288.0,16.77,288.0,16.77,1,RS,11,5,2017,12.134930555555556,20.885206385790383,8.750275830234827,High Risk
449.0,42.41,449.0,42.41,1,ES,2,2,2018,15.69837962962963,21.94148203567081,6.24310240604118,High Risk
27.9,15.1,27.9,15.1,1,RJ,2,5,2018,40.97101851851852,25.120162625046106,15.850855893472414,High Risk
48.9,16.11,48.9,16.11,1,RS,2,2,2018,34.410127314814815,21.303904265882114,13.106223048932701,High Risk
165.0,27.69,165.0,27.69,1,CE,1,2,2018,16.31087962962963,22.779141395249418,6.46826176561979,High Risk
31.9,16.79,31.9,16.79,1,SC,11,4,2017,5.753009259259259,20.441971794327856,14.688962535068598,High Risk
169.9,27.73,169.9,27.73,1,BA,11,3,2017,18.838148148148147,21.47816229875646,2.6400141506083123,High Risk
649.0,20.98,649.0,20.98,1,MG,12,6,2017,9.233078703703704,30.3051016036478,21.072022899944095,High Risk
151.9,27.14,151.9,27.14,1,RJ,3,0,2018,32.48252314814815,24.89287074881409,7.5896523993340566,High Risk
159.0,34.91,159.0,34.91,1,MA,12,2,2017,15.966504629629629,25.578513145435153,9.612008515805524,High Risk
119.8,35.34,59.9,17.67,2,RS,11,5,2017,17.51212962962963,20.820461813423385,3.3083321837937554,High Risk
159.94,38.96,159.94,38.96,1,ES,11,1,2017,17.53363425925926,22.39563568407647,4.862001424817212,High Risk
39.9,25.63,39.9,25.63,1,BA,11,5,2017,11.839756944444444,21.42231510340153,9.582558158957086,High Risk
47.5,52.71,47.5,52.71,1,PB,1,4,2018,39.03994212962963,22.69721320407216,16.34272892555747,High Risk
119.99,36.5,119.99,36.5,1,ES,11,0,2017,22.097685185185185,21.955626512442926,0.1420586727422588,High Risk
18.9,16.79,18.9,16.79,1,RJ,12,3,2017,15.337453703703703,21.345971430102406,6.008517726398702,High Risk
79.0,18.13,79.0,18.13,1,RS,3,4,2018,19.34835648148148,21.349821045357263,2.001464563875782,High Risk
414.70000000000005,54.65,138.23333333333335,18.216666666666665,3,RJ,12,4,2017,18.387314814814815,22.440373305135157,4.053058490320343,High Risk
122.99,18.74,122.99,18.74,1,RJ,3,1,2018,22.007361111111113,26.110810946317983,4.10344983520687,High Risk
126.99,37.85,126.99,37.85,1,RN,3,0,2017,10.549085648148148,21.0614561167739,10.512370468625752,High Risk
52.0,16.61,52.0,16.61,1,RJ,11,0,2017,18.318275462962962,20.394830187894883,2.0765547249319205,High Risk
149.9,18.3,149.9,18.3,1,SC,11,4,2017,16.856828703703705,20.073804630091523,3.2169759263878177,High Risk
122.99,18.14,122.99,18.14,1,PA,1,1,2018,28.42017361111111,22.268228116804657,6.151945494306453,High Risk
49.0,17.64,49.0,17.64,1,RJ,11,4,2017,14.340856481481481,21.236945387746236,6.896088906264755,High Risk
69.9,25.33,69.9,25.33,1,SC,12,2,2017,15.311215277777778,21.04083116908211,5.7296158913043325,High Risk
57.0,38.64,28.5,19.32,2,RJ,3,0,2018,16.264965277777776,23.65162918107193,7.386663903294153,High Risk
120.0,17.55,120.0,17.55,1,GO,3,0,2018,38.56893518518518,21.349821045357263,17.21911413982792,High Risk
119.9,27.69,119.9,27.69,1,RS,12,0,2017,11.342407407407407,21.85506073940643,10.512653331999022,High Risk
329.9,132.94,329.9,132.94,1,CE,11,4,2017,43.57653935185185,24.761986668655098,18.81455268319675,High Risk
109.9,23.35,109.9,23.35,1,ES,3,1,2018,8.223668981481481,21.42448061620587,13.200811634724388,High Risk
38.9,16.11,38.9,16.11,1,RJ,12,1,2017,13.881851851851852,21.32390084565598,7.4420489938041285,High Risk
99.9,23.57,99.9,23.57,1,RJ,2,6,2018,15.350462962962963,25.75058110845923,10.400118145496267,High Risk
260.0,36.32,130.0,18.16,2,RS,2,0,2018,26.07982638888889,21.349821045357263,4.7300053435316265,High Risk
59.9,17.99,59.9,17.99,1,RJ,11,4,2017,17.96982638888889,21.094617267695053,3.124790878806163,High Risk
78.98,39.48,78.98,39.48,1,RJ,11,1,2017,37.263009259259256,22.158824031158176,15.10418522810108,High Risk
21.99,17.63,21.99,17.63,1,CE,12,4,2017,24.231122685185184,22.95313110717416,1.2779915780110258,High Risk
59.0,18.29,59.0,18.29,1,SC,3,4,2018,19.255590277777777,21.349821045357263,2.094230767579486,High Risk
37.9,23.28,37.9,23.28,1,BA,3,3,2018,29.209652777777777,21.42448061620587,7.785172161571907,High Risk
159.9,29.52,159.9,29.52,1,BA,12,2,2017,8.771689814814815,22.722591589236025,13.95090177442121,High Risk
39.0,18.23,39.0,18.23,1,DF,3,6,2018,11.15642361111111,21.37677676063626,10.22035314952515,High Risk
49.95,37.04,49.95,37.04,1,CE,3,6,2018,18.433032407407406,28.196185953733774,9.763153546326368,High Risk
154.9,50.95,154.9,50.95,1,BA,12,0,2017,34.74244212962963,23.57019274447336,11.17224938515627,High Risk
53.9,17.63,53.9,17.63,1,RS,2,6,2018,22.4065625,21.37677676063626,1.0297857393637386,High Risk
369.0,18.83,369.0,18.83,1,RS,11,5,2017,39.48003472222222,20.899190143052596,18.580844579169625,High Risk
79.9,17.81,79.9,17.81,1,RJ,11,1,2017,5.901875,20.601206311465752,14.699331311465752,High Risk
53.9,21.35,53.9,21.35,1,RS,3,1,2018,23.794930555555556,21.349821045357263,2.445109510198293,High Risk
99.0,17.94,99.0,17.94,1,RJ,11,4,2017,18.895659722222224,21.07701666746668,2.181356945244456,High Risk
499.0,10.36,499.0,10.36,1,SP,5,3,2018,5.390231481481481,23.668031874465406,18.277800392983924,High Risk
56.99,26.94,56.99,26.94,1,CE,2,2,2018,35.071736111111115,27.34143942468756,7.730296686423554,High Risk
38.9,22.95,38.9,22.95,1,RJ,3,0,2018,20.65255787037037,25.537278814678558,4.884720944308189,High Risk
173.0,31.88,173.0,31.88,1,AP,1,3,2018,26.855150462962964,20.804009065512542,6.051141397450422,High Risk
418.0,92.16,418.0,92.16,1,RS,1,2,2018,8.960358796296296,24.19410367024384,15.233744873947545,High Risk
29.4,19.32,29.4,19.32,1,RS,3,1,2018,20.360381944444445,21.349821045357263,0.9894391009128185,High Risk
669.0,65.14,669.0,65.14,1,SE,1,3,2018,19.193726851851853,24.760811366702228,5.567084514850375,High Risk
27.99,21.15,27.99,21.15,1,RN,11,2,2017,9.050625,21.16869842001014,12.118073420010141,High Risk
139.0,25.42,139.0,25.42,1,RJ,2,5,2018,19.801203703703703,25.224593386488902,5.423389682785199,High Risk
9.0,15.1,9.0,15.1,1,RJ,12,1,2017,9.070219907407408,20.570177451110936,11.499957543703529,High Risk
151.52,26.34,151.52,26.34,1,MT,11,4,2017,14.055671296296296,21.466390802295223,7.410719505998927,High Risk
95.69999999999999,69.88,47.849999999999994,34.94,2,MA,12,2,2017,23.07142361111111,24.33078211228222,1.259358501171107,High Risk
199.7,54.48,99.85,27.24,2,DF,2,2,2018,8.797175925925925,21.696422179134988,12.899246253209062,High Risk
84.99,27.13,84.99,27.13,1,CE,11,5,2017,12.128344907407408,23.081401753425226,10.953056846017818,High Risk
149.99,26.08,149.99,26.08,1,PA,11,0,2017,28.396539351851853,22.209886119959123,6.1866532318927305,High Risk
368.9,27.42,368.9,27.42,1,SC,11,4,2017,11.694166666666666,20.64218000151768,8.948013334851014,High Risk
19.36,15.11,19.36,15.11,1,RJ,2,4,2018,56.52939814814815,25.062204868986324,31.467193279161823,High Risk
1125.9,56.41,1125.9,56.41,1,RJ,12,3,2017,26.133587962962963,24.482217778877757,1.6513701840852058,High Risk
145.49,29.42,145.49,29.42,1,PE,12,3,2017,25.164131944444446,22.63934707345384,2.5247848709906044,High Risk
128.99,34.7,128.99,34.7,1,RN,3,6,2018,50.335277777777776,21.849790041352353,28.485487736425423,High Risk
89.9,43.04,89.9,43.04,1,SE,12,0,2017,52.515601851851855,22.939040129062445,29.57656172278941,High Risk
99.99,19.94,99.99,19.94,1,RJ,2,6,2018,16.10818287037037,26.042704648702724,9.934521778332353,High Risk
270.0,18.33,270.0,18.33,1,BA,12,1,2017,13.07318287037037,21.38512788058651,8.311945010216139,High Risk
18.9,18.23,18.9,18.23,1,GO,3,3,2018,21.35474537037037,21.349821045357263,0.004924325013107023,High Risk
184.0,35.78,92.0,17.89,2,RJ,2,0,2018,14.134270833333334,23.924895562258683,9.79062472892535,High Risk
259.9,60.83,259.9,60.83,1,ES,11,4,2017,13.242210648148149,22.88057733630407,9.638366688155923,High Risk
70.84,16.77,70.84,16.77,1,ES,11,4,2017,10.795555555555556,20.689510323626845,9.89395476807129,High Risk
155.99,26.37,155.99,26.37,1,CE,12,2,2017,15.881284722222222,22.31784935566935,6.4365646334471265,High Risk
44.9,16.11,44.9,16.11,1,ES,11,0,2017,24.24761574074074,20.13181560109372,4.115800139647021,High Risk
39.9,18.89,39.9,18.89,1,DF,2,4,2018,20.077222222222222,21.349821045357263,1.2725988231350414,High Risk
169.9,40.18,169.9,40.18,1,PA,8,0,2017,25.20138888888889,20.026799634135436,5.174589254753453,High Risk
950.0,62.91,950.0,62.91,1,SC,3,4,2018,24.845613425925926,22.24991982484472,2.595693601081205,High Risk
27.99,17.06,27.99,17.06,1,BA,3,1,2018,13.922627314814815,21.349821045357263,7.427193730542449,High Risk
55.3,15.14,55.3,15.14,1,RJ,3,0,2018,58.25732638888889,25.491832798697555,32.76549359019134,High Risk
155.99,17.53,155.99,17.53,1,BA,12,5,2017,27.252002314814813,21.918153895849006,5.3338484189658075,High Risk
99.0,16.45,99.0,16.45,1,RJ,11,3,2017,32.454907407407404,20.45882779445685,11.996079612950552,High Risk
248.99,60.29,248.99,60.29,1,RJ,1,0,2018,21.84355324074074,25.318691868258444,3.4751386275177047,High Risk
199.95000000000002,45.45,39.99,9.09,5,SP,11,0,2017,4.991400462962963,21.02967431856052,16.03827385559756,High Risk
738.9,25.62,738.9,25.62,1,CE,4,1,2017,44.061875,31.84116867977122,12.220706320228782,High Risk
76.8,32.22,38.4,16.11,2,RJ,3,4,2018,68.10503472222223,23.954832623620188,44.15020209860204,High Risk
117.3,25.66,117.3,25.66,1,ES,12,3,2017,6.252581018518518,21.726481226696524,15.473900208178005,High Risk
1797.0,97.41,599.0,32.47,3,BA,12,3,2017,14.710844907407408,25.2974257686967,10.586580861289294,High Risk
149.94,49.79,149.94,49.79,1,RJ,3,3,2018,56.11707175925926,24.309189547186087,31.807882212073174,High Risk
29.9,16.79,29.9,16.79,1,MT,12,1,2017,17.452349537037037,21.063157777845298,3.610808240808261,High Risk
456.0,36.08,228.0,18.04,2,MS,12,4,2017,13.057928240740742,21.718808486698453,8.660880245957712,High Risk
125.0,26.61,125.0,26.61,1,RN,4,6,2017,17.543599537037036,20.12045437183839,2.576854834801356,High Risk
89.0,15.38,89.0,15.38,1,RJ,2,6,2018,11.946793981481482,25.467987586342506,13.521193604861024,High Risk
29.0,17.63,29.0,17.63,1,PE,11,3,2017,9.958900462962964,20.190888748911945,10.231988285948981,High Risk
